Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,TIME_DETAIL,Value
2019,A,0,Kisumu County,EN_URB_OPENSP,KE_KIS,CITY,PT,2019,67.1
2019,A,0,Mombasa County,EN_URB_OPENSP,KE_MBA,CITY,PT,2019,9.5
2019,A,0,Nairobi City County,EN_URB_OPENSP,KE_NBO,CITY,PT,2019,16.4
2019,A,0,Nakuru Coutny,EN_URB_OPENSP,KE_NUU,CITY,PT,2019,0.1
